$GPGGA,135302.506,3454.956,N,07502.460,W,0,00,,,M,,M,,*5A
$GPGGA,135303.506,3454.955,N,07502.459,W,0,00,,,M,,M,,*52
$GPGGA,135304.506,3454.955,N,07502.457,W,0,00,,,M,,M,,*5B
$GPGGA,135305.506,3454.954,N,07502.455,W,0,00,,,M,,M,,*59
$GPGGA,135306.506,3454.954,N,07502.453,W,0,00,,,M,,M,,*5C
$GPGGA,135307.506,3454.954,N,07502.451,W,0,00,,,M,,M,,*5F
$GPGGA,135308.506,3454.954,N,07502.450,W,0,00,,,M,,M,,*51
$GPGGA,135309.506,3454.954,N,07502.448,W,0,00,,,M,,M,,*59
$GPGGA,135310.506,3454.953,N,07502.446,W,0,00,,,M,,M,,*58
$GPGGA,135311.506,3454.952,N,07502.445,W,0,00,,,M,,M,,*5B
$GPGGA,135312.506,3454.951,N,07502.443,W,0,00,,,M,,M,,*5D
$GPGGA,135313.506,3454.950,N,07502.442,W,0,00,,,M,,M,,*5C
$GPGGA,135314.506,3454.949,N,07502.440,W,0,00,,,M,,M,,*51
$GPGGA,135315.506,3454.949,N,07502.438,W,0,00,,,M,,M,,*5F
$GPGGA,135316.506,3454.948,N,07502.437,W,0,00,,,M,,M,,*52
$GPGGA,135317.506,3454.947,N,07502.435,W,0,00,,,M,,M,,*5E
$GPGGA,135318.506,3454.947,N,07502.433,W,0,00,,,M,,M,,*57
$GPGGA,135319.506,3454.946,N,07502.432,W,0,00,,,M,,M,,*56
$GPGGA,135320.506,3454.945,N,07502.430,W,0,00,,,M,,M,,*5D
$GPGGA,135321.506,3454.945,N,07502.428,W,0,00,,,M,,M,,*55
$GPGGA,135322.506,3454.944,N,07502.427,W,0,00,,,M,,M,,*58
$GPGGA,135323.506,3454.944,N,07502.425,W,0,00,,,M,,M,,*5B
$GPGGA,135324.506,3454.944,N,07502.423,W,0,00,,,M,,M,,*5A
$GPGGA,135325.506,3454.943,N,07502.421,W,0,00,,,M,,M,,*5E
$GPGGA,135326.506,3454.943,N,07502.420,W,0,00,,,M,,M,,*5C
$GPGGA,135327.506,3454.943,N,07502.418,W,0,00,,,M,,M,,*56
$GPGGA,135328.506,3454.943,N,07502.416,W,0,00,,,M,,M,,*57
$GPGGA,135329.506,3454.942,N,07502.414,W,0,00,,,M,,M,,*55
$GPGGA,135330.506,3454.942,N,07502.413,W,0,00,,,M,,M,,*5A
$GPGGA,135331.506,3454.941,N,07502.411,W,0,00,,,M,,M,,*5A
$GPGGA,135332.506,3454.941,N,07502.409,W,0,00,,,M,,M,,*50
$GPGGA,135333.506,3454.940,N,07502.407,W,0,00,,,M,,M,,*5E
$GPGGA,135334.506,3454.940,N,07502.406,W,0,00,,,M,,M,,*58
$GPGGA,135335.506,3454.939,N,07502.404,W,0,00,,,M,,M,,*55
$GPGGA,135336.506,3454.939,N,07502.402,W,0,00,,,M,,M,,*50
$GPGGA,135337.506,3454.939,N,07502.400,W,0,00,,,M,,M,,*53
$GPGGA,135338.506,3454.938,N,07502.399,W,0,00,,,M,,M,,*5A
$GPGGA,135339.506,3454.938,N,07502.397,W,0,00,,,M,,M,,*55
$GPGGA,135340.506,3454.937,N,07502.395,W,0,00,,,M,,M,,*56
$GPGGA,135341.506,3454.936,N,07502.394,W,0,00,,,M,,M,,*57
$GPGGA,135342.506,3454.936,N,07502.392,W,0,00,,,M,,M,,*52
$GPGGA,135343.506,3454.935,N,07502.390,W,0,00,,,M,,M,,*52
$GPGGA,135344.506,3454.934,N,07502.389,W,0,00,,,M,,M,,*5C
$GPGGA,135345.506,3454.933,N,07502.387,W,0,00,,,M,,M,,*54
$GPGGA,135346.506,3454.932,N,07502.386,W,0,00,,,M,,M,,*57
$GPGGA,135347.506,3454.932,N,07502.384,W,0,00,,,M,,M,,*54
$GPGGA,135348.506,3454.931,N,07502.382,W,0,00,,,M,,M,,*5E
$GPGGA,135349.506,3454.930,N,07502.381,W,0,00,,,M,,M,,*5D
$GPGGA,135350.506,3454.929,N,07502.379,W,0,00,,,M,,M,,*5A
$GPGGA,135351.506,3454.929,N,07502.377,W,0,00,,,M,,M,,*55
$GPGGA,135352.506,3454.929,N,07502.376,W,0,00,,,M,,M,,*57
$GPGGA,135353.506,3454.928,N,07502.374,W,0,00,,,M,,M,,*55
$GPGGA,135354.506,3454.928,N,07502.372,W,0,00,,,M,,M,,*54
$GPGGA,135355.506,3454.927,N,07502.370,W,0,00,,,M,,M,,*58
$GPGGA,135356.506,3454.927,N,07502.369,W,0,00,,,M,,M,,*53
$GPGGA,135357.506,3454.927,N,07502.367,W,0,00,,,M,,M,,*5C
$GPGGA,135358.506,3454.926,N,07502.365,W,0,00,,,M,,M,,*50
$GPGGA,135359.506,3454.926,N,07502.363,W,0,00,,,M,,M,,*57
$GPGGA,135400.506,3454.925,N,07502.362,W,0,00,,,M,,M,,*5E
$GPGGA,135401.506,3454.924,N,07502.360,W,0,00,,,M,,M,,*5C
$GPGGA,135402.506,3454.923,N,07502.359,W,0,00,,,M,,M,,*52
$GPGGA,135403.506,3454.923,N,07502.357,W,0,00,,,M,,M,,*5D
$GPGGA,135404.506,3454.922,N,07502.355,W,0,00,,,M,,M,,*59
$GPGGA,135405.506,3454.921,N,07502.354,W,0,00,,,M,,M,,*5A
$GPGGA,135406.506,3454.919,N,07502.353,W,0,00,,,M,,M,,*55
$GPGGA,135407.506,3454.918,N,07502.351,W,0,00,,,M,,M,,*57
$GPGGA,135408.506,3454.917,N,07502.350,W,0,00,,,M,,M,,*56
$GPGGA,135409.506,3454.916,N,07502.349,W,0,00,,,M,,M,,*5E
$GPGGA,135410.506,3454.914,N,07502.348,W,0,00,,,M,,M,,*55
$GPGGA,135411.506,3454.913,N,07502.348,W,0,00,,,M,,M,,*53
$GPGGA,135412.506,3454.911,N,07502.348,W,0,00,,,M,,M,,*52
$GPGGA,135413.506,3454.909,N,07502.349,W,0,00,,,M,,M,,*5B
$GPGGA,135414.506,3454.907,N,07502.349,W,0,00,,,M,,M,,*52
$GPGGA,135415.506,3454.905,N,07502.349,W,0,00,,,M,,M,,*51
